CustomerID,FirstName,LastName,UrbanRural,Birthdate,StreetAddress,City,State,CountryCode,Zipcode,CreditScore,SignUpProgram
364,Jessica ,Jordan,Urban,1991-09-07,2887 Hickman Street,Lombard,IL,US,60148,657.0,Sign Up gold
51,Cameron R,Thome,Urban,1955-02-02,113 Stewart Street,Indianapolis,IN,US,46204,443.0,silver from the StartBronze Sign Up
466,Juanita ,Forney,Urban,1956-12-11,3072 Wright Court,Seattle,WA,US,98119,599.0,bronze from the beg
175,Lawrence S,Moffett,Rural,1985-10-10,3161 Reeves Street,Appleton,WI,US,54913,660.0,bronze from the beg
446,Chastity J,Hay,Urban,1963-05-07,4031 Traders Alley,Raytown,MO,US,64133,770.0,Always Gold
190,Lawrence R,Patrick,Urban,1985-12-20,2550 Elliot Avenue,Seattle,WA,US,98105,780.0,Bronze Member
8,Michael ,Frasier,Urban,1938-07-05,3491 Commerce Boulevard,Lincoln,NE,US,68508,608.0,Always Gold
464,Lance J,Bell,Urban,1985-03-27,4437 Poe Lane,Kansas City,KS,US,64105,585.0,Silver Sign Up
188,Lawrence ,Jones,Urban,1974-06-06,2132 Emily Drive,West Columbia,SC,US,29169,682.0,Always Gold
170,Betty R,Kennedy,Urban,1980-08-26,4638 Liberty Avenue,Anaheim,CA,US,92805,664.0,Gold Sign Up
59,Emilio L,Martinez,,1943-09-29,1762 Plainfield Avenue,Syracuse,NY,US,13221,669.0,Choice Golden Member
49,Rodrick ,Ramirez,Urban,,768 Red Dog Road,Charlotte,NC,US,28202,592.0,Sign Up Bronzed
345,Joy ,Cherry,Urban,1942-01-22,1573 Emma Street,Tahoka,TX,US,79373,520.0,Silver Sign Up
236,Agnes T,Rodriguez,Rural,1947-09-08,2643 Hidden Meadow Drive,Menoken,ND,US,58558,672.0,Gold Sign Up
253,Barbara J,Shock,Urban,1981-03-02,659 Oak Drive,Colonie,NY,US,12205,616.0,Choice Golden Member
22,Dwight M,Santos,Urban,1960-05-06,408 Rafe Lane,Jackson,MS,US,39201,811.0,silver from the StartBronze Sign Up
314,Nellie L,Romig,*unknown*,1995-02-14,3227 Archwood Avenue,Pinedale,WY,US,82941,527.0,Sign Up gold
460,Selena D,Lane,Urban,1936-11-25,1411 Freedom Lane,Stockton,CA,US,95204,554.0,Sign Up gold
161,Manuel T,Cardona,Urban,1976-03-30,3526 Spring Haven Trail,Paterson,NJ,US,7501,1578.0,Always Gold
277,Mitchell E,Hatton,Urban,1982-10-19,2530 Short Street,Austin,TX,US,78701,564.0,Always Gold
444,Mark S,Whitford,Urban,1998-03-13,536 Oral Lake Road,Prior Lake,MN,US,55372,,Gold Sign Up
192,Hubert R,McChesney,Rural,1989-03-27,4816 White Lane,Roberta,GA,US,31078,498.0,Bronze Member
386,Linda Z,Williams,Rural,1947-10-06,3242 Coal Street,Berlin,PA,US,15530,585.0,Gold Sign Up
294,Priscilla M,Fisher,Urban,1996-06-03,1289 Fowler Avenue,Norcross,GA,US,30071,639.0,Sign Up Silver
414,Ramona B,See,Rural,1957-08-26,4380 Kessla Way,Darlington,SC,US,29532,697.0,Silver Sign Up
344,Georgia L,Hopkins,Urban,1975-01-09,985 Lee Avenue,Runnemede,NJ,US,8078,1747.0,Bronze Member
258,Paul P,McKee,Urban,,189 Oakway Lane,Los Angeles,CA,US,90017,679.0,Choice Golden Member
309,Margaret ,Fitzgerald,*unknown*,1977-03-08,3599 Elk Creek Road,Jonesboro,GA,US,30236,670.0,silver from the StartBronze Sign Up
150,Debbie C,Navarro,Urban,1948-04-28,271 Forest Avenue,New York,NY,US,10005,426.0,bronze from the beg
131,Lori J,Walker,Urban,,2542 Massachusetts Avenue,Washington,DC,US,20024,668.0,Choice Golden Member
152,Tammy W,Conway,*unknown*,1991-09-09,3095 Masonic Drive,Billings,MT,US,59101,810.0,Always Gold
360,Henry ,Dejong,Rural,1947-02-15,3576 Hope Street,Sunnyvale,TX,US,75182,835.0,Sign Up Bronzed
100,Diane N,Moton,Urban,1963-12-27,1365 Spadafore Drive,State College,PA,US,16803,676.0,Gold Sign Up
373,Walter S,Quon,Urban,1984-02-12,3263 Briarwood Drive,Marlton,NJ,US,8053,1549.0,Always Gold
88,Leann E,Roney,*Missing*,1880-09-05,1502 Blane Street,Saint Louis,MO,US,63103,808.0,Silver Sign Up
459,Ester G,Roberts,Urban,1968-02-06,4805 Brannon Street,Los Angeles,CA,US,90026,581.0,Sign Up Silver
331,Frank H,Walker,Urban,1996-08-10,3117 Goldcliff Circle,Washington,DC,US,20005,543.0,Sign Up gold
215,Scott R,Allen,Urban,1968-11-09,2662 College Avenue,Dayton,OH,US,45414,538.0,bronze from the beg
467,Marie J,Scott,Rural,1986-03-01,929 Mount Street,Fowler,MI,US,48835,825.0,Always Gold
122,Christina R,Corrigan,Urban,1957-11-05,4115 Bobcat Drive,Silver Spring,MD,US,20904,455.0,Sign Up Bronzed
11,Sandy J,Williams,Urban,1944-04-16,2806 Pinnickinick Street,Bellingham,WA,US,98225,627.0,Choice Golden Member
21,Kevin ,Thole,Rural,1975-05-08,2671 Strother Street,Kennedy,AL,US,35574,728.0,bronze from the beg
189,Joseph E,Glover,Rural,1945-03-10,3903 Yorkshire Circle,Oriental,NC,US,28571,653.0,Sign Up gold
72,Erma T,Goodwin,Urban,1986-07-13,2469 Kemper Lane,Salt Lake City,UT,US,84116,539.0,Always Gold
107,Lan ,Witt,*unknown*,,3659 Norman Street,Huntington Park,CA,US,90255,435.0,Sign Up gold
271,Peter D,Hernandez,Rural,1867-08-31,3400 Glory Road,Shelbyville,TN,US,37160,623.0,bronze from the beg
349,Dorothy J,Harden,Urban,1957-03-09,3743 Cityview Drive,Springfield,PA,US,19064,728.0,Silver Sign Up
436,Mallory T,Fort,Rural,1854-05-27,214 Edwards Street,Franklinton,NC,US,27525,623.0,Silver Sign Up
103,Charles O,Garcia,Urban,1996-05-21,3920 Beech Street,San Jose,CA,US,95131,761.0,Silver Sign Up
